idf,tf,tf*idf,word
0.7900504736833514,0.001350103034178924,0.001066649541674389,Испании
1.1345461631284228,0.000710580544304697,0.0008061864301346002,День
1.3719070789230268,0.0004974063810132878,0.0006823953352136137,Мадриде
1.2091797814253271,0.0003552902721523485,0.00042960981362372174,Мадрида
1.459057254641927,0.00028423221772187876,0.0004147110792700709,км/ч
0.8692317197309762,0.00042634832658281814,0.0003705954891200069,n
1.714329759745233,0.00021317416329140907,0.00036545081213925235,запрещена
1.0153597554092142,0.0003552902721523485,0.0003607474438318817,es
2.413299764081252,0.00014211610886093938,0.0003429687719862505,Paso
2.413299764081252,0.00014211610886093938,0.0003429687719862505,com/madrid
2.413299764081252,0.00014211610886093938,0.0003429687719862505,Особые
2.413299764081252,0.00014211610886093938,0.0003429687719862505,запрещён
1.568201724066995,0.00021317416329140907,0.00033430009040012683,Праздники
1.5102097770893081,0.00021317416329140907,0.0003219377056255187,Праздник
0.7320585267056646,0.00042634832658281814,0.0003121119278216434,языке
0.33775280268872104,0.000923754707596106,0.0003120007414874848,www
2.1122697684172707,0.00014211610886093938,0.00030018756035206005,Быстрее
2.1122697684172707,0.00014211610886093938,0.00030018756035206005,автомобильные
2.1122697684172707,0.00014211610886093938,0.00030018756035206005,santo
2.1122697684172707,0.00014211610886093938,0.00030018756035206005,монетах
2.1122697684172707,0.00014211610886093938,0.00030018756035206005,коррида
1.334118518033627,0.00021317416329140907,0.0002843995988133931,регистрации
1.334118518033627,0.00021317416329140907,0.0002843995988133931,Испания
1.9361785093615893,0.00014211610886093938,0.00027516215581064294,плотная
1.9361785093615893,0.00014211610886093938,0.00027516215581064294,5-10
0.9661417327390326,0.00028423221772187876,0.0002746086073300739,C
1.2671717284030137,0.00021317416329140907,0.0002701282729488411,РФ
1.2671717284030137,0.00021317416329140907,0.0002701282729488411,Мадрид
0.7505419323996777,0.0003552902721523485,0.000266660247424031,продаются
0.7505419323996777,0.0003552902721523485,0.000266660247424031,a
0.7412019061455344,0.0003552902721523485,0.00026334182695428635,евро
1.2091797814253271,0.00021317416329140907,0.000257765888174233,виза
1.8112397727532894,0.00014211610886093938,0.0002574063487178696,Страстная
1.8112397727532894,0.00014211610886093938,0.0002574063487178696,зонах
1.1828508427029778,0.00021317416329140907,0.00025215323869174543,наличии
0.8692317197309762,0.00028423221772187876,0.00024706365941333796,d
1.714329759745233,0.00014211610886093938,0.0002436338747595016,очевидно
1.714329759745233,0.00014211610886093938,0.0002436338747595016,достоинством
1.714329759745233,0.00014211610886093938,0.0002436338747595016,оплате
1.1122697684172707,0.00021317416329140907,0.000237107177236681,сайт
1.0910804693473326,0.00021317416329140907,0.00023259016613671552,большинстве
1.6351485136976083,0.00014211610886093938,0.0002323809441764525,телефонные
1.6351485136976083,0.00014211610886093938,0.0002323809441764525,следить
0.5382385006895517,0.00042634832658281814,0.00022947708407143537,т
0.4590572546419269,0.0004974063810132878,0.00022833800770933618,de
1.0515719280636588,0.00021317416329140907,0.0002241679659057043,СНГ
1.0515719280636588,0.00021317416329140907,0.0002241679659057043,Plaza
1.568201724066995,0.00014211610886093938,0.00022286672693341787,набирать
1.568201724066995,0.00014211610886093938,0.00022286672693341787,скорости
1.568201724066995,0.00014211610886093938,0.00022286672693341787,Посольстве
1.5102097770893081,0.00014211610886093938,0.00021462513708367912,температуры
0.9983264161104338,0.00021317416329140907,0.0002128173984460528,ресторанах
1.459057254641927,0.00014211610886093938,0.00020735553963503544,дорогах
1.459057254641927,0.00014211610886093938,0.00020735553963503544,табачных
0.48388083836695905,0.00042634832658281814,0.0002063017857032441,ч
1.413299764081252,0.00014211610886093938,0.00020085266312531113,забывайте
1.413299764081252,0.00014211610886093938,0.00020085266312531113,почтовых
0.9219380702469792,0.00021317416329140907,0.0001965333767313961,зоны
0.9219380702469792,0.00021317416329140907,0.0001965333767313961,английском
1.3719070789230268,0.00014211610886093938,0.00019497009577531822,лавках
1.3719070789230268,0.00014211610886093938,0.00019497009577531822,версия
1.3719070789230268,0.00014211610886093938,0.00019497009577531822,свидетельство
1.3719070789230268,0.00014211610886093938,0.00019497009577531822,стойки
0.8947858242033644,0.00021317416329140907,0.00019074521939956604,дешевле
1.334118518033627,0.00014211610886093938,0.00018959973254226205,прибытии
0.8818208470389967,0.00021317416329140907,0.00018798142124045974,имеют
0.8692317197309762,0.00021317416329140907,0.00018529774456000345,декабря
1.299356411774415,0.00014211610886093938,0.00018465947726489234,выгоднее
1.299356411774415,0.00014211610886093938,0.00018465947726489234,суммы
1.299356411774415,0.00014211610886093938,0.00018465947726489234,Белоруссии
0.4132997640812518,0.00042634832658281814,0.00017620966279311524,примерно
1.2372085050255706,0.00014211610886093938,0.00017582725858389405,Украины
0.8222351570547527,0.00021317416329140907,0.00017527929163392724,билет
1.2091797814253271,0.00014211610886093938,0.00017184392544948866,El
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,Интервалы
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,Ligero
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,вдвоём
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,приобретайте
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,взламывают
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,погашается
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,турникет
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,поребриком
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,передаёт
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,Проездной
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,навигаторы
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,жёлтым
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,метро-автобус
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,Самолёты
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,0034
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,сообщать
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,Objetos
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,видном
2.413299764081252,7.105805443046969e-05,0.00017148438599312525,погасил
